0,4.824
1,4.8289
2,4.8583
3,4.8192
4,4.8094
5,4.8485
6,4.8143
7,4.8045
8,4.8289
9,4.8387
10,4.824
11,4.8192
12,4.8289
13,4.8192
14,4.8338
15,4.8387
16,4.8192
17,4.8143
18,4.8387
19,4.8192
20,4.8192
21,4.8289
22,4.8192
23,4.8094
24,4.824
25,4.8143
26,4.8045
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,4.8729
54,4.8778
55,4.8436
56,4.8338
57,4.8485
58,4.8583
59,4.824
60,4.8631
61,4.8289
62,4.8143
63,4.824
64,4.8289
65,4.8143
66,4.8143
67,4.8289
68,4.824
69,4.8045
70,4.8338
71,4.8045
72,4.8045
73,4.824
74,4.8045
75,4.7947
76,4.8338
77,4.8143
78,4.7947
79,4.8045
80,4.824
81,4.7898
82,4.7947
83,4.8094
84,4.7947
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,4.8778
112,4.868
113,4.8583
114,4.8289
115,4.8436
116,4.8436
117,4.8192
118,4.824
119,4.8338
120,4.8143
121,4.8094
122,4.824
123,4.8094
124,4.8045
125,4.824
126,4.8094
127,4.7996
128,4.8192
129,4.8143
130,4.7947
131,4.8094
132,4.8143
133,4.7947
134,4.8045
135,4.8338
136,4.7898
137,4.7849
138,4.8143
139,4.7947
140,4.7898
141,4.8094
142,4.7947
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,4.8729
171,4.8729
172,4.8485
173,4.8338
174,4.8485
175,4.8387
176,4.8192
177,4.8289
178,4.8338
179,4.8143
180,4.8143
181,4.8338
182,4.8094
183,4.8045
184,4.824
185,4.8094
186,4.7996
187,4.8192
188,4.8045
189,4.7996
190,4.8045
191,4.824
192,4.7849
193,4.7947
194,4.7947
195,4.7996
196,4.7801
197,4.8143
198,4.7898
199,4.7849
200,4.7996
201,4.7801
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,4.8583
230,4.8583
231,4.8534
232,4.824
233,4.8338
234,4.8289
235,4.824
236,4.824
237,4.8289
238,4.824
239,4.8143
240,4.8143
241,4.7898
242,4.8143
243,4.8143
244,4.7898
245,4.7947
246,4.8143
247,4.7898
248,4.8045
249,4.824
250,4.8094
251,4.7801
252,4.8045
253,4.8192
254,4.7801
255,4.7898
256,4.7996
257,4.7996
258,4.7801
259,4.7996
260,4.7898
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,4.868
289,4.868
290,4.8387
291,4.8289
292,4.8436
293,4.824
294,4.8192
295,4.8387
296,4.824
297,4.8094
298,4.8192
299,4.824
300,4.8045
301,4.8094
302,4.8143
303,4.7898
304,4.7898
305,4.8143
306,4.7849
307,4.8045
308,4.8192
309,4.7849
310,4.7801
311,4.8143
312,4.7898
313,4.7752
314,4.8045
315,4.8094
316,4.7801
317,4.7801
318,4.7898
319,4.7898
